PWSID,any_pfas_detected,num_pfas_detected,det_11Cl_PF3OUdS,det_4_2_FTS,det_6_2_FTS,det_8_2_FTS,det_9Cl_PF3ONS,det_ADONA,det_HFPO_DA,det_NEtFOSAA,det_NFDHA,det_NMeFOSAA,det_PFBA,det_PFBS,det_PFDA,det_PFDoA,det_PFEESA,det_PFHpA,det_PFHpS,det_PFHxA,det_PFHxS,det_PFMBA,det_PFMPA,det_PFNA,det_PFOA,det_PFOS,det_PFPeA,det_PFPeS,det_PFTA,det_PFTrDA,det_PFUnA,max_4_2_FTS,max_6_2_FTS,max_8_2_FTS,max_9Cl_PF3ONS,max_ADONA,max_HFPO_DA,max_NEtFOSAA,max_NFDHA,max_NMeFOSAA,max_PFBA,max_PFBS,max_PFDA,max_PFDoA,max_PFHpA,max_PFHpS,max_PFHxA,max_PFHxS,max_PFMBA,max_PFMPA,max_PFNA,max_PFOA,max_PFOS,max_PFPeA,max_PFPeS,max_PFUnA,exceeds_pfos,exceeds_pfoa,exceeds_pfhxs,exceeds_pfna,exceeds_hfpo_da,exceeds_any_mcl,hi_component_count,hazard_index,exceeds_hi,exceeds_hi_total,first_sample_date,last_sample_date,num_sample_events,num_samples,system_size,primary_water_type,state,epa_region,treatment_codes_str,treat_gac,treat_iex,treat_nro,treat_pac,treat_mfl,treat_oth,pfas_occurrence,POPULATION_SERVED_COUNT,GW_SW_CODE,OWNER_TYPE_CODE,PRIMARY_SOURCE_CODE,IS_WHOLESALER_IND,is_purchased,exceeds_both_pfos_pfoa,any_regulated_detected,exceeds_any_npdwr,entry_quarter,has_pfas_treatment
010106001,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0065,0.0036,,,0.0036,,0.0099,,,,,0.0074,,0.0191,,,0,1,0,0,0,1,1.0,0.0018,0.0,0.0,2023-08-09,2024-05-13,4,7,L,GU,01,1,"CWL,GWD,MFL",0.0,0.0,0.0,0.0,1.0,0.0,No,26445,SW,N,GU,Y,0,0,1,1,2023Q3,0
010109005,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-05-13,2025-01-15,4,4,L,SW,01,1,"CWL,DAF,NMT",0.0,0.0,0.0,0.0,0.0,0.0,Yes,31961,SW,N,SWP,N,1,0,0,0,2024Q2,0
020000005,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-01-07,2025-07-15,3,3,S,SW,02,2,"CON,NMT,PAC",0.0,0.0,0.0,1.0,0.0,0.0,Yes,5500,SW,N,SW,N,0,0,0,0,2025Q1,0
020000008,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-01-31,2024-10-09,4,6,S,SW,02,2,"CON,GWD",0.0,0.0,0.0,0.0,0.0,0.0,DK,4999,SW,N,SWP,N,1,0,0,0,2024Q1,0
040000002,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-04-05,2024-01-09,2,6,S,GW,04,4,"CWA,INF,NMT,OTH",0.0,0.0,0.0,0.0,0.0,1.0,Yes,5961,GW,N,GW,N,0,0,0,0,2023Q2,0
043740039,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-01-10,2024-01-08,4,6,S,SW,04,4,"CON,CWL,POB",0.0,0.0,0.0,0.0,0.0,0.0,No,18415,SW,N,SW,N,0,0,0,0,2023Q1,0
050593203,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-02-03,2025-08-04,3,3,S,SW,05,5,,,,,,,,,5772,SW,N,SW,N,0,0,0,0,2025Q1,0
055293201,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-03-12,2025-03-12,1,1,L,GW,05,5,"AIR,CWL,DFL,NMT,SFN",0.0,0.0,0.0,0.0,0.0,0.0,Yes,10198,GW,N,GW,N,0,0,0,0,2025Q1,0
055293603,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-03-12,2024-09-17,2,4,S,GW,05,5,"GWD,NMT",0.0,0.0,0.0,0.0,0.0,0.0,Yes,7284,GW,N,GW,N,0,0,0,0,2024Q1,0
055293611,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-05-06,2024-11-04,2,2,S,GW,05,5,"CWL,MFL,NMT",0.0,0.0,0.0,0.0,1.0,0.0,Yes,4391,GW,N,GW,N,0,0,0,0,2024Q2,0
055293702,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-05-22,2024-11-04,2,2,S,GW,05,5,"NMT,NTU",0.0,0.0,0.0,0.0,0.0,0.0,Yes,2802,GW,N,GW,N,0,0,0,0,2024Q2,0
055294301,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-04-10,2023-12-19,2,3,S,GW,05,5,"CON,DFL,DKN,INF,SSF",0.0,0.0,0.0,0.0,0.0,0.0,DK,4220,GW,N,GW,N,0,0,0,0,2023Q2,0
055294502,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-06-05,2024-01-24,2,3,S,GW,05,5,"DFL,NMT,POB",0.0,0.0,0.0,0.0,0.0,0.0,Yes,6699,GW,N,GW,N,0,0,0,0,2023Q2,0
055294503,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-03-19,2024-09-30,2,2,S,GW,05,5,OTH,0.0,0.0,0.0,0.0,0.0,1.0,No,4000,GW,N,GW,N,0,0,0,0,2024Q1,0
055294506,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-11-18,2025-05-20,2,2,L,GW,05,5,"CWL,MFL,NMT",0.0,0.0,0.0,0.0,1.0,0.0,Yes,24959,GW,N,GW,N,0,0,0,0,2024Q4,0
055295003,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-06-05,2023-12-06,2,2,S,GW,05,5,GWD,0.0,0.0,0.0,0.0,0.0,0.0,No,2805,GW,N,GW,N,0,0,0,0,2023Q2,0
055295401,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0082,,,,,,,,,,,,,,,0,0,0,0,0,0,1.0,0.0041,0.0,0.0,2025-06-11,2025-06-11,1,2,S,GW,05,5,"GWD,NMT",0.0,0.0,0.0,0.0,0.0,0.0,Yes,3168,GW,N,GW,N,0,0,0,0,2025Q2,0
055295508,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-02-04,2025-08-11,2,2,S,GW,05,5,"GWD,NMT,NTU",0.0,0.0,0.0,0.0,0.0,0.0,Yes,3960,GW,N,GW,N,0,0,0,0,2025Q1,0
055295703,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-05-07,2025-05-07,1,2,S,GW,05,5,"CWL,GWD,NMT",0.0,0.0,0.0,0.0,0.0,0.0,Yes,4322,GW,N,GW,N,0,0,0,0,2025Q2,0
061000101,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-03-03,2025-09-08,2,2,S,GW,06,6,GWD,0.0,0.0,0.0,0.0,0.0,0.0,DK,796,GW,N,GW,N,0,0,0,0,2025Q1,0
061020808,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0033,,,,,0.0041,,,,1,0,0,0,0,1,1.0,0.33,0.0,0.0,2023-03-20,2023-09-11,2,2,S,GW,06,6,MFL,0.0,0.0,0.0,0.0,1.0,0.0,No,5780,GW,N,GW,N,0,0,1,1,2023Q1,0
061620001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0066,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-02-04,2025-08-06,3,4,S,SW,06,6,DKN,0.0,0.0,0.0,0.0,0.0,0.0,No,9384,SW,N,SWP,N,1,0,0,0,2025Q1,0
061800001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-05-14,2025-05-14,1,1,S,GW,06,6,GWD,0.0,0.0,0.0,0.0,0.0,0.0,DK,8103,GW,N,GWP,N,1,0,0,0,2025Q2,0
062004336,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-03-04,2024-09-23,2,9,S,GW,06,6,GWD,0.0,0.0,0.0,0.0,0.0,0.0,No,8376,GW,N,GW,N,0,0,0,0,2024Q1,0
062005840,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-03-27,2024-12-04,4,4,S,GU,06,6,NTU,0.0,0.0,0.0,0.0,0.0,0.0,DK,6000,SW,N,GUP,N,1,0,0,0,2024Q1,0
063500120,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-07-22,2024-11-20,2,2,S,GW,06,6,GWD,0.0,0.0,0.0,0.0,0.0,0.0,No,5455,GW,N,GW,N,0,0,0,0,2024Q3,0
063500191,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-05-20,2025-05-20,1,2,S,GW,06,6,GWD,0.0,0.0,0.0,0.0,0.0,0.0,No,2652,GW,N,GW,N,0,0,0,0,2025Q2,0
063501100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-04-10,2024-10-15,2,4,S,GW,06,6,NTU,0.0,0.0,0.0,0.0,0.0,0.0,No,3644,GW,N,GW,N,0,0,0,0,2024Q2,0
063501109,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-03-04,2025-09-09,2,2,S,GW,06,6,OTH,0.0,0.0,0.0,0.0,0.0,1.0,No,9442,GW,N,GW,N,0,0,0,0,2025Q1,0
063501124,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-06-26,2024-12-15,2,4,L,GW,06,6,GWD,0.0,0.0,0.0,0.0,0.0,0.0,No,11888,GW,N,GW,N,0,0,0,0,2024Q2,0
063503109,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-01-09,2023-09-19,2,8,S,GW,06,6,GWD,0.0,0.0,0.0,0.0,0.0,0.0,No,4403,GW,N,GW,N,0,0,0,0,2023Q1,0
063503111,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-02-22,2023-10-17,2,9,S,GW,06,6,"GWD,NMT",0.0,0.0,0.0,0.0,0.0,0.0,Yes,4500,SW,N,SWP,N,1,0,0,0,2023Q1,0
063503115,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-01-17,2023-12-06,2,7,S,GW,06,6,GWD,0.0,0.0,0.0,0.0,0.0,0.0,No,3789,GW,N,GW,N,0,0,0,0,2023Q1,0
063503118,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-12-12,2025-09-23,2,5,L,GW,06,6,"GWD,INF",0.0,0.0,0.0,0.0,0.0,0.0,No,10691,GW,N,GW,N,0,0,0,0,2024Q4,0
063506008,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-09-30,2025-06-11,2,3,L,GW,06,6,"GWD,IEX",0.0,1.0,0.0,0.0,0.0,0.0,DK,14542,GW,N,GW,N,0,0,0,0,2024Q3,0
063506111,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-02-07,2023-08-07,2,2,S,GW,06,6,OTH,0.0,0.0,0.0,0.0,0.0,1.0,No,8658,GW,N,GW,N,0,0,0,0,2023Q1,0
063506114,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-06-05,2024-12-17,2,4,L,GW,06,6,POB,0.0,0.0,0.0,0.0,0.0,0.0,No,15000,GW,N,GW,N,0,0,0,0,2024Q2,0
070000003,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-03-04,2025-09-08,2,2,S,GW,07,7,"AIR,CWL,MFL,NMT",0.0,0.0,0.0,0.0,1.0,0.0,Yes,4765,GW,N,GW,N,0,0,0,0,2025Q1,0
083090091,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-07-22,2025-02-04,4,7,S,SW,08,8,"MFL,OTH",0.0,0.0,0.0,0.0,1.0,1.0,No,4671,SW,L,SWP,N,1,0,0,0,2024Q3,0
083890023,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-04-09,2024-10-14,2,2,L,GW,08,8,"GWD,POB",0.0,0.0,0.0,0.0,0.0,0.0,DK,13500,GW,N,GW,N,0,0,0,0,2024Q2,0
083890025,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-05-06,2025-05-06,1,1,S,GW,08,8,,,,,,,,,4400,GW,F,GW,N,0,0,0,0,2025Q2,0
084690020,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-06-26,2024-12-04,2,2,S,GW,08,8,GWD,0.0,0.0,0.0,0.0,0.0,0.0,No,2450,GW,L,GW,N,0,0,0,0,2024Q2,0
084690474,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-01-07,2025-10-06,4,6,S,SW,08,8,GWD,0.0,0.0,0.0,0.0,0.0,0.0,DK,6526,SW,N,SWP,Y,1,0,0,0,2025Q1,0
084690475,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-01-11,2024-02-28,2,8,S,GW,08,8,GWD,0.0,0.0,0.0,0.0,0.0,0.0,No,7482,GW,N,GW,Y,0,0,0,0,2023Q1,0
084690480,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-06-05,2025-03-05,2,2,S,GW,08,8,GWD,0.0,0.0,0.0,0.0,0.0,0.0,DK,3562,GW,F,GW,N,0,0,0,0,2024Q2,0
084690510,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-01-08,2024-10-07,4,5,S,SW,08,8,"CWL,MFL,SFN",0.0,0.0,0.0,0.0,1.0,0.0,No,6839,SW,F,SW,N,0,0,0,0,2024Q1,0
084690516,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-04-03,2023-12-06,4,4,S,SW,08,8,NTU,0.0,0.0,0.0,0.0,0.0,0.0,DK,5610,SW,N,SWP,Y,1,0,0,0,2023Q2,0
084690528,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2025-06-04,2025-06-04,1,1,S,GW,08,8,GWD,0.0,0.0,0.0,0.0,0.0,0.0,No,5500,GW,N,GW,N,0,0,0,0,2025Q2,0
084690532,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-03-29,2024-02-14,4,5,S,SW,08,8,DKN,0.0,0.0,0.0,0.0,0.0,0.0,No,1500,SW,N,SWP,N,1,0,0,0,2023Q1,0
