Test,Tau,P_Value,Sens_Slope,Slope_CI_Lower_95,Slope_CI_Upper_95,Intercept
Sample Detection Rate,-0.15151515151515152,0.5371338571769022,-0.00021912721817909405,-0.00036113820805682735,0.00033303829960950915,0.02142738816682474
